Date,Market,Category,Type,Price,Amount,Total,Fee,Order Number,Base Total Less Fee,Quote Total Less Fee,Fee Currency,Fee Total
2017-12-12 21:06:44,LTC/BTC,Exchange,Buy,0.01830000,0.59600410,0.01090687,0.25%,132994966955,-0.01090687,0.59451408,LTC,0.00002726
2017-12-12 16:15:37,EMC2/BTC,Exchange,Sell,0.00009200,118.92442989,0.01094104,0.15%,12421490104,0.01092462,-118.92442989,BTC,0.00001641
2017-12-12 15:00:24,EMC2/BTC,Exchange,Buy,0.00008721,119.10308451,0.01038698,0.15%,12421416178,-0.01038698,118.92442988,EMC2,0.00001558
2017-12-12 14:34:31,NXT/BTC,Exchange,Sell,0.00003900,266.65896670,0.01039969,0.15%,43729904391,0.01038409,-266.65896670,BTC,0.00001559
2017-12-12 09:56:09,NXT/BTC,Exchange,Buy,0.00003810,143.72980063,0.00547610,0.25%,43729829466,-0.00547610,143.37047612,NXT,0.00001369
2017-12-12 09:53:09,EMC2/BTC,Exchange,Sell,0.00009870,46.31033724,0.00457083,0.15%,12404964646,0.00456397,-46.31033724,BTC,0.00000685
2017-12-12 09:35:36,EMC2/BTC,Exchange,Sell,0.00009870,9.28449744,0.00091637,0.15%,12404964646,0.00091499,-9.28449744,BTC,0.00000137
2017-12-12 09:27:49,NXT/BTC,Exchange,Buy,0.00003816,123.59748428,0.00471648,0.25%,43725696603,-0.00471648,123.28849056,NXT,0.00001179
2017-12-12 09:27:20,EMC2/BTC,Exchange,Sell,0.00009979,47.38253124,0.00472830,0.25%,12404722888,0.00471647,-47.38253124,BTC,0.00001182
2017-12-12 09:17:57,EMC2/BTC,Exchange,Buy,0.00009900,103.23545455,0.01022031,0.25%,12404357254,-0.01022031,102.97736591,EMC2,0.00002555
2017-12-12 09:02:17,NXT/BTC,Exchange,Sell,0.00003900,135.39057927,0.00528023,0.15%,43719788517,0.00527230,-135.39057927,BTC,0.00000792
2017-12-12 09:02:16,NXT/BTC,Exchange,Sell,0.00003900,126.90928585,0.00494946,0.15%,43719788517,0.00494203,-126.90928585,BTC,0.00000742
2017-12-12 08:50:51,NXT/BTC,Exchange,Buy,0.00003808,100.91289425,0.00384276,0.15%,43719569736,-0.00384276,100.76152490,NXT,0.00000576
2017-12-12 08:50:46,NXT/BTC,Exchange,Buy,0.00003808,13.48316749,0.00051343,0.25%,43719569736,-0.00051343,13.44945957,NXT,0.00000128
2017-12-12 08:50:46,NXT/BTC,Exchange,Buy,0.00003804,100.00000000,0.00380400,0.25%,43719569736,-0.00380400,99.75000000,NXT,0.00000951
2017-12-12 08:50:46,NXT/BTC,Exchange,Buy,0.00003804,48.46003070,0.00184341,0.25%,43719569736,-0.00184341,48.33888062,NXT,0.00000460
2017-12-12 08:48:53,EMC2/BTC,Exchange,Sell,0.00010020,12.31177645,0.00123364,0.15%,12403419193,0.00123178,-12.31177645,BTC,0.00000185
2017-12-12 08:48:18,EMC2/BTC,Exchange,Sell,0.00010020,87.68822355,0.00878635,0.15%,12403419193,0.00877317,-87.68822355,BTC,0.00001317
2017-12-10 14:26:53,EMC2/BTC,Exchange,Buy,0.00012898,5.03757025,0.00064974,0.25%,12210651154,-0.00064974,5.02497632,EMC2,0.00000162
2017-12-10 14:25:32,EMC2/BTC,Exchange,Buy,0.00012990,584.21714242,0.07588980,0.25%,12210573232,-0.07588980,582.75659956,EMC2,0.00018972
2017-12-10 11:51:40,EMC2/BTC,Exchange,Sell,0.00013400,78.57039304,0.01052843,0.15%,12192731092,0.01051263,-78.57039304,BTC,0.00001579
2017-12-10 11:51:36,EMC2/BTC,Exchange,Sell,0.00013400,134.40985075,0.01801092,0.15%,12192731092,0.01798390,-134.40985075,BTC,0.00002701
2017-12-10 11:24:37,EMC2/BTC,Exchange,Buy,0.00013299,58.56840869,0.00778901,0.15%,12191340484,-0.00778901,58.48055607,EMC2,0.00001168
2017-12-10 11:24:21,EMC2/BTC,Exchange,Buy,0.00013299,54.86250000,0.00729616,0.15%,12191340484,-0.00729616,54.78020625,EMC2,0.00001094
2017-12-10 11:24:16,EMC2/BTC,Exchange,Buy,0.00013299,45.00777101,0.00598558,0.25%,12191340484,-0.00598558,44.89525158,EMC2,0.00001496
2017-12-10 11:24:16,EMC2/BTC,Exchange,Buy,0.00013293,54.96163395,0.00730605,0.25%,12191340484,-0.00730605,54.82422986,EMC2,0.00001826
2017-12-10 10:45:09,NXT/BTC,Exchange,Sell,0.00003820,362.83585004,0.01386032,0.15%,43263637125,0.01383952,-362.83585004,BTC,0.00002079
2017-12-10 10:44:45,NXT/BTC,Exchange,Sell,0.00003820,1640.80778884,0.06267885,0.15%,43263637125,0.06258483,-1640.80778884,BTC,0.00009401
2017-12-10 10:37:03,NXT/BTC,Exchange,Buy,0.00003730,0.00000030,0.00000000,0.15%,43263365397,0.00000000,0.00000029,NXT,0.00000000
2017-12-10 10:37:01,NXT/BTC,Exchange,Buy,0.00003730,2006.65361900,0.07484817,0.15%,43263365397,-0.07484817,2003.64363857,NXT,0.00011227
2017-12-10 09:54:38,RIC/BTC,Exchange,Buy,0.00001472,2136.29085474,0.03144620,0.15%,9757586729,-0.03144620,2133.08641845,RIC,0.00004716
2017-12-10 09:54:22,RIC/BTC,Exchange,Buy,0.00001472,215.73182953,0.00317557,0.25%,9757586729,-0.00317557,215.19249995,RIC,0.00000793
2017-12-10 09:54:22,RIC/BTC,Exchange,Buy,0.00001472,163.27690812,0.00240343,0.25%,9757586729,-0.00240343,162.86871584,RIC,0.00000600
2017-12-10 09:52:53,SC/BTC,Exchange,Sell,0.00000053,29980.35460290,0.01588958,0.25%,16445742945,0.01584985,-29980.35460290,BTC,0.00003972
2017-12-10 09:52:53,SC/BTC,Exchange,Sell,0.00000053,34320.55000000,0.01818989,0.25%,16445742945,0.01814441,-34320.55000000,BTC,0.00004547
2017-12-10 09:52:53,SC/BTC,Exchange,Sell,0.00000053,541.73584906,0.00028712,0.25%,16445742945,0.00028640,-541.73584906,BTC,0.00000071
2017-12-10 09:52:53,SC/BTC,Exchange,Sell,0.00000053,5016.25000000,0.00265861,0.25%,16445742945,0.00265196,-5016.25000000,BTC,0.00000664
2017-12-09 23:32:56,NXT/BTC,Exchange,Sell,0.00004000,1876.33200922,0.07505328,0.15%,43149299577,0.07494070,-1876.33200922,BTC,0.00011257
2017-12-09 11:35:43,NXT/BTC,Exchange,Buy,0.00004080,843.36926621,0.03440946,0.15%,43071768186,-0.03440946,842.10421231,NXT,0.00005161
2017-12-09 11:35:40,NXT/BTC,Exchange,Buy,0.00004080,967.80860884,0.03948659,0.15%,43071768186,-0.03948659,966.35689592,NXT,0.00005922
2017-12-09 11:35:06,NXT/BTC,Exchange,Buy,0.00004080,17.72442832,0.00072315,0.15%,43071768186,-0.00072315,17.69784167,NXT,0.00000108
2017-12-09 11:34:01,NXT/BTC,Exchange,Buy,0.00004080,12.56194140,0.00051252,0.15%,43071768186,-0.00051252,12.54309848,NXT,0.00000076
2017-12-09 11:34:00,NXT/BTC,Exchange,Buy,0.00004080,12.56068219,0.00051247,0.15%,43071768186,-0.00051247,12.54184116,NXT,0.00000076
2017-12-09 11:34:00,NXT/BTC,Exchange,Buy,0.00004080,12.59216260,0.00051376,0.15%,43071768186,-0.00051376,12.57327435,NXT,0.00000077
2017-12-09 11:33:59,NXT/BTC,Exchange,Buy,0.00004080,12.53364573,0.00051137,0.15%,43071768186,-0.00051137,12.51484526,NXT,0.00000076
2017-12-09 02:46:46,EMC2/BTC,Exchange,Sell,0.00014000,548.46091262,0.07678452,0.15%,12020741254,0.07666934,-548.46091262,BTC,0.00011517
2017-12-08 19:07:41,EMC2/BTC,Exchange,Buy,0.00014050,405.58756492,0.05698505,0.15%,11989787239,-0.05698505,404.97918357,EMC2,0.00008547
2017-12-08 19:05:28,EMC2/BTC,Exchange,Buy,0.00014050,2.13587188,0.00030008,0.15%,11989787239,-0.00030008,2.13266807,EMC2,0.00000045
2017-12-08 19:05:26,EMC2/BTC,Exchange,Buy,0.00014050,141.56140306,0.01988937,0.15%,11989787239,-0.01988937,141.34906095,EMC2,0.00002983
2017-12-08 17:21:58,EMC2/BTC,Exchange,Sell,0.00014600,529.38667241,0.07729045,0.15%,11975841199,0.07717451,-529.38667241,BTC,0.00011593
2017-12-08 15:17:47,EMC2/BTC,Exchange,Buy,0.00014301,146.66530416,0.02097460,0.15%,11969356690,-0.02097460,146.44530620,EMC2,0.00003146
2017-12-08 15:13:49,EMC2/BTC,Exchange,Buy,0.00014301,383.51664116,0.05484671,0.15%,11969356690,-0.05484671,382.94136619,EMC2,0.00008227
2017-12-08 14:44:47,NXT/BTC,Exchange,Sell,0.00004356,1291.20900187,0.05624506,0.15%,42919607499,0.05616069,-1291.20900187,BTC,0.00008436
2017-12-08 14:25:13,NXT/BTC,Exchange,Sell,0.00004356,452.47702168,0.01970989,0.25%,42919607499,0.01966061,-452.47702168,BTC,0.00004927
2017-12-07 22:54:08,NXT/BTC,Exchange,Buy,0.00004141,1746.30548177,0.07231451,0.15%,42803664558,-0.07231451,1743.68602354,NXT,0.00010847
2017-12-07 22:50:29,SC/BTC,Exchange,Sell,0.00000049,28268.44327353,0.01385153,0.25%,16372110651,0.01381690,-28268.44327353,BTC,0.00003462
2017-12-07 22:50:29,SC/BTC,Exchange,Sell,0.00000049,9446.16326531,0.00462862,0.25%,16372110651,0.00461704,-9446.16326531,BTC,0.00001157
2017-12-07 22:50:29,SC/BTC,Exchange,Sell,0.00000049,408.16326531,0.00020000,0.25%,16372110651,0.00019950,-408.16326531,BTC,0.00000050
2017-12-07 22:50:29,SC/BTC,Exchange,Sell,0.00000049,109827.73073383,0.05381558,0.25%,16372110651,0.05368104,-109827.73073383,BTC,0.00013453
2017-12-05 14:23:01,SC/BTC,Exchange,Buy,0.00000079,148321.30379747,0.11717383,0.25%,16258474401,-0.11717383,147950.50053797,SC,0.00029293
2017-11-27 09:37:35,SC/BTC,Exchange,Buy,0.00000062,11462.66377686,0.00710685,0.15%,15917564652,-0.00710685,11445.46978119,SC,0.00001066
2017-11-27 09:36:57,SC/BTC,Exchange,Buy,0.00000062,1000.00000000,0.00062000,0.15%,15917564652,-0.00062000,998.50000000,SC,0.00000093
2017-11-27 09:36:39,SC/BTC,Exchange,Buy,0.00000062,10000.00000000,0.00620000,0.15%,15917564652,-0.00620000,9985.00000000,SC,0.00000930
2017-11-27 09:36:26,SC/BTC,Exchange,Buy,0.00000062,3853.25795902,0.00238901,0.15%,15917564652,-0.00238901,3847.47807208,SC,0.00000358
2017-11-27 09:35:55,SC/BTC,Exchange,Buy,0.00000062,3028.00000000,0.00187736,0.15%,15917564652,-0.00187736,3023.45800000,SC,0.00000281
2017-11-27 09:35:19,SC/BTC,Exchange,Buy,0.00000062,36333.70246494,0.02252689,0.15%,15917564652,-0.02252689,36279.20191124,SC,0.00003379
2017-11-27 09:33:33,SC/BTC,Exchange,Buy,0.00000062,824.64225079,0.00051127,0.15%,15917564652,-0.00051127,823.40528741,SC,0.00000076
2017-11-27 09:33:19,SC/BTC,Exchange,Buy,0.00000062,1629.04000000,0.00101000,0.25%,15917564652,-0.00101000,1624.96740000,SC,0.00000252
2017-11-27 09:33:19,SC/BTC,Exchange,Buy,0.00000062,831.00000000,0.00051522,0.25%,15917564652,-0.00051522,828.92250000,SC,0.00000128
2017-11-27 09:33:19,SC/BTC,Exchange,Buy,0.00000062,1005.00000000,0.00062310,0.25%,15917564652,-0.00062310,1002.48750000,SC,0.00000155
2017-11-27 09:28:57,ETH/BTC,Exchange,Buy,0.04991576,2.00000000,0.09983152,0.25%,377644255870,-0.09983152,1.99500000,ETH,0.00024957
2017-11-26 17:59:47,ETH/BTC,Exchange,Buy,0.04939994,0.03592887,0.00177488,0.15%,377232560977,-0.00177488,0.03587497,ETH,0.00000266
2017-11-26 17:59:46,ETH/BTC,Exchange,Buy,0.04939994,0.82407319,0.04070916,0.15%,377232560977,-0.04070916,0.82283708,ETH,0.00006106
2017-11-26 17:58:22,XBC/BTC,Exchange,Sell,0.00906517,2.91753858,0.02644798,0.25%,17916905264,0.02638186,-2.91753858,BTC,0.00006611
2017-11-26 17:57:44,DGB/BTC,Exchange,Sell,0.00000112,14334.44444445,0.01605457,0.25%,18991002013,0.01601443,-14334.44444445,BTC,0.00004013
2017-11-26 15:37:00,XBC/BTC,Exchange,Buy,0.00989999,2.92434433,0.02895097,0.25%,17908945232,-0.02895097,2.91703346,XBC,0.00007237
2017-11-26 15:30:35,XBC/BTC,Exchange,Sell,0.00970000,2.99200000,0.02902240,0.25%,17908215962,0.02894984,-2.99200000,BTC,0.00007255
2017-11-26 15:06:04,XBC/BTC,Exchange,Buy,0.00981649,1.09501963,0.01074924,0.15%,17906333846,-0.01074924,1.09337710,XBC,0.00001612
2017-11-26 15:05:21,XBC/BTC,Exchange,Buy,0.00981649,0.01970000,0.00019338,0.15%,17906333846,-0.00019338,0.01967045,XBC,0.00000029
2017-11-26 15:05:20,XBC/BTC,Exchange,Buy,0.00981649,0.99596579,0.00977688,0.25%,17906333846,-0.00977688,0.99347587,XBC,0.00002444
2017-11-26 15:05:20,XBC/BTC,Exchange,Buy,0.00971647,0.86645989,0.00841893,0.25%,17906333846,-0.00841893,0.86429374,XBC,0.00002104
2017-11-26 15:05:20,XBC/BTC,Exchange,Buy,0.00971647,0.02174227,0.00021125,0.25%,17906333846,-0.00021125,0.02168791,XBC,0.00000052
2017-11-26 15:00:27,ETH/BTC,Exchange,Buy,0.05099997,0.73620810,0.03754659,0.15%,377144438188,-0.03754659,0.73510378,ETH,0.00005631
2017-11-26 15:00:25,ETH/BTC,Exchange,Buy,0.05099997,0.00049509,0.00002524,0.15%,377144438188,-0.00002524,0.00049434,ETH,0.00000003
2017-11-26 15:00:07,ETH/BTC,Exchange,Buy,0.05099997,0.00000549,0.00000027,0.15%,377144438188,-0.00000027,0.00000548,ETH,0.00000000
2017-11-26 14:59:45,ETH/BTC,Exchange,Buy,0.05099997,0.11877817,0.00605768,0.15%,377144438188,-0.00605768,0.11860000,ETH,0.00000908
2017-11-26 14:56:10,ETH/BTC,Exchange,Buy,0.05099997,0.01002507,0.00051127,0.15%,377144438188,-0.00051127,0.01001003,ETH,0.00000076
2017-11-26 14:55:46,BTS/BTC,Exchange,Sell,0.00001516,102.06050558,0.00154723,0.15%,44625147197,0.00154490,-102.06050558,BTC,0.00000232
2017-11-26 14:55:40,BTS/BTC,Exchange,Sell,0.00001516,1024.00000000,0.01552384,0.15%,44625147197,0.01550055,-1024.00000000,BTC,0.00002328
2017-11-26 14:55:33,BTS/BTC,Exchange,Sell,0.00001518,37.99407115,0.00057675,0.25%,44625147197,0.00057530,-37.99407115,BTC,0.00000144
2017-11-26 14:55:33,BTS/BTC,Exchange,Sell,0.00001522,657.03022339,0.00999999,0.25%,44625147197,0.00997499,-657.03022339,BTC,0.00002499
2017-11-26 14:55:32,BTS/BTC,Exchange,Sell,0.00001523,10.00000000,0.00015230,0.25%,44625147197,0.00015191,-10.00000000,BTC,0.00000038
2017-11-26 14:55:32,BTS/BTC,Exchange,Sell,0.00001523,111.29842519,0.00169507,0.25%,44625147197,0.00169083,-111.29842519,BTC,0.00000423
2017-11-26 14:55:10,ETH/BTC,Exchange,Buy,0.05099997,0.00012764,0.00000650,0.15%,377144438188,-0.00000650,0.00012744,ETH,0.00000000
2017-11-26 14:55:08,ETH/BTC,Exchange,Buy,0.05099997,0.26464418,0.01349684,0.15%,377144438188,-0.01349684,0.26424721,ETH,0.00002024
2017-11-26 14:55:03,ETH/BTC,Exchange,Buy,0.05099997,0.34887634,0.01779268,0.15%,377144438188,-0.01779268,0.34835302,ETH,0.00002668
2017-11-26 14:54:35,ETH/BTC,Exchange,Buy,0.05099997,0.00000039,0.00000001,0.15%,377144438188,-0.00000001,0.00000038,ETH,0.00000000
2017-11-23 06:38:31,BTS/BTC,Exchange,Buy,0.00001504,933.10948906,0.01403396,0.25%,44362482125,-0.01403396,930.77671533,BTS,0.00003508
2017-11-23 06:36:34,CVC/BTC,Exchange,Sell,0.00003640,250.15787775,0.00910574,0.15%,4970622596,0.00909208,-250.15787775,BTC,0.00001365
2017-11-23 06:36:21,CVC/BTC,Exchange,Sell,0.00003640,96.39423077,0.00350875,0.15%,4970622596,0.00350348,-96.39423077,BTC,0.00000526
2017-11-23 06:35:52,CVC/BTC,Exchange,Sell,0.00003640,3.07857143,0.00011206,0.25%,4970622596,0.00011177,-3.07857143,BTC,0.00000028
2017-11-23 06:35:52,CVC/BTC,Exchange,Sell,0.00003641,37.29717110,0.00135798,0.25%,4970622596,0.00135458,-37.29717110,BTC,0.00000339
2017-11-21 15:44:45,BTS/BTC,Exchange,Buy,0.00001355,1013.12619926,0.01372785,0.15%,44220883865,-0.01372785,1011.60650996,BTS,0.00002059
2017-11-21 15:41:44,GAS/BTC,Exchange,Sell,0.00271448,5.06948075,0.01376100,0.25%,6376349466,0.01372659,-5.06948075,BTC,0.00003440
2017-11-21 08:15:32,DGB/BTC,Exchange,Buy,0.00000108,14370.37037037,0.01551999,0.25%,18739725541,-0.01551999,14334.44444444,DGB,0.00003879
2017-11-21 08:13:31,CVC/BTC,Exchange,Buy,0.00003825,387.89759503,0.01483708,0.25%,4772356061,-0.01483708,386.92785104,CVC,0.00003709
2017-11-21 08:03:19,GAS/BTC,Exchange,Buy,0.00275472,5.08218621,0.01399999,0.25%,6342713136,-0.01399999,5.06948074,GAS,0.00003499
2017-11-21 08:00:08,ETH/BTC,Exchange,Sell,0.04442496,0.76688779,0.03406895,0.15%,373962279532,0.03401784,-0.76688779,BTC,0.00005110
2017-11-21 08:00:00,ETH/BTC,Exchange,Sell,0.04442496,0.23311221,0.01035600,0.15%,373962279532,0.01034046,-0.23311221,BTC,0.00001553
