DATE,TYPE,OUTAMOUNT,OUTCURRENCY,FEEAMOUNT,FEECURRENCY,OUTTXID,OUTTXURL,INAMOUNT,INCURRENCY,INTXID,INTXURL,ORDERID
Wed Oct 11 2017 23:01:33 GMT+0300 (שעון קיץ ירושלים),deposit,,,,,,,0.6385872,DASH,47bd8fe6357bb5244033e2c7cb85439c4a96ce4ed7bf5d91714d2bdd3317f95a,https://insight.dashevo.org/insight/tx/47bd8fe6357bb5244033e2c7cb85439c4a96ce4ed7bf5d91714d2bdd3317f95a,
Wed Oct 11 2017 23:12:41 GMT+0300 (שעון קיץ ירושלים),deposit,,,,,,,8.97301701,LTC,ef08294e97098452e5022bf226af4631a451b4c06f8d3e63fa4cc4256ee0b997,https://chainz.cryptoid.info/ltc/tx.dws?ef08294e97098452e5022bf226af4631a451b4c06f8d3e63fa4cc4256ee0b997,
Mon Oct 16 2017 22:31:33 GMT+0300 (שעון קיץ ירושלים),deposit,,,,,,,0.099,LTC,e50bfe46cd4408a9aed187864f4673f964b9685c8f6a8ef02116c0689bc25516,https://chainz.cryptoid.info/ltc/tx.dws?e50bfe46cd4408a9aed187864f4673f964b9685c8f6a8ef02116c0689bc25516,
Mon Oct 16 2017 22:33:05 GMT+0300 (שעון קיץ ירושלים),deposit,,,,,,,13.0650597,LTC,711eba67636ea3f3eb2fdf1138b32beb93b792b54cbdee0ac59d53401254baeb,https://chainz.cryptoid.info/ltc/tx.dws?711eba67636ea3f3eb2fdf1138b32beb93b792b54cbdee0ac59d53401254baeb,
Sat Nov 04 2017 09:12:14 GMT+0200 (שעון רגיל ירושלים),withdrawal,-0.23644962,LTC,-0.002147,LTC,f22d13a0247b0aa00b40d55772ec068626d0937f185425bf8b05e8e521ccfef8,https://chainz.cryptoid.info/ltc/tx.dws?f22d13a0247b0aa00b40d55772ec068626d0937f185425bf8b05e8e521ccfef8,,,,,
Sat Nov 04 2017 09:23:00 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,0.00104701,BTC,c713fbfb56d30ae4e7eb748cfed9fd633148ff794a52fca0fce5706db0c2422b,https://blockstream.info/tx/c713fbfb56d30ae4e7eb748cfed9fd633148ff794a52fca0fce5706db0c2422b,
Sat Nov 04 2017 09:23:01 GMT+0200 (שעון רגיל ירושלים),withdrawal,-0.00043907,BTC,-0.00060794,BTC,79d9ba444c19c6681fb1b3c3def97194a6569abdae9ec1c9be88856191cbfaf2,https://blockstream.info/tx/79d9ba444c19c6681fb1b3c3def97194a6569abdae9ec1c9be88856191cbfaf2,,,,,
Fri Nov 10 2017 20:37:25 GMT+0200 (שעון רגיל ירושלים),withdrawal,-0.1,LTC,-0.002128,LTC,814d719f6035dad650f40e1633b14228207ffbf0c7c03ff40dc054f08f4d02e9,https://chainz.cryptoid.info/ltc/tx.dws?814d719f6035dad650f40e1633b14228207ffbf0c7c03ff40dc054f08f4d02e9,,,,,
Fri Nov 10 2017 20:48:21 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,0.099,LTC,864fc3e6b06baf1ee767eb89056b7d0b8f574f5adcbf9e83f7b393b2f3a91065,https://chainz.cryptoid.info/ltc/tx.dws?864fc3e6b06baf1ee767eb89056b7d0b8f574f5adcbf9e83f7b393b2f3a91065,
Fri Nov 10 2017 20:50:51 GMT+0200 (שעון רגיל ירושלים),withdrawal,-0.1,LTC,-0.002128,LTC,603b1583b0192c694a1b8325c2b683c66e272c6ad81cd1906eb16ae3a78f4d55,https://chainz.cryptoid.info/ltc/tx.dws?603b1583b0192c694a1b8325c2b683c66e272c6ad81cd1906eb16ae3a78f4d55,,,,,
Fri Nov 10 2017 20:54:11 GMT+0200 (שעון רגיל ירושלים),withdrawal,-10,LTC,-0.00494,LTC,2a31d2470644391e0e26d4189c9b058e4380a62c1acc6db285dec461725cedd0,https://chainz.cryptoid.info/ltc/tx.dws?2a31d2470644391e0e26d4189c9b058e4380a62c1acc6db285dec461725cedd0,,,,,
Fri Nov 10 2017 21:00:33 GMT+0200 (שעון רגיל ירושלים),withdrawal,-10,LTC,-0.002128,LTC,c65704d5b512df45ac3dee68ed09fdeda706ef8c644bf0d517838defdf8c40e9,https://chainz.cryptoid.info/ltc/tx.dws?c65704d5b512df45ac3dee68ed09fdeda706ef8c644bf0d517838defdf8c40e9,,,,,
Fri Nov 10 2017 21:06:47 GMT+0200 (שעון רגיל ירושלים),withdrawal,-17.18308202,LTC,-0.004959,LTC,b1f57cb400474a8353c4872d6a31ca4a687b0c2ff2a1bb3584f69abb48a8687e,https://chainz.cryptoid.info/ltc/tx.dws?b1f57cb400474a8353c4872d6a31ca4a687b0c2ff2a1bb3584f69abb48a8687e,,,,,
Fri Nov 10 2017 21:36:26 GMT+0200 (שעון רגיל ירושלים),withdrawal,-0.01,DASH,-0.000113,DASH,bcfc609280c821b107bb42c5b98087967221244a5b18cd0571c60434960fef95,https://insight.dashevo.org/insight/tx/bcfc609280c821b107bb42c5b98087967221244a5b18cd0571c60434960fef95,,,,,
Fri Nov 10 2017 21:48:53 GMT+0200 (שעון רגיל ירושלים),withdrawal,-1,DASH,-0.000261,DASH,8e6f872d00f18d2cba6bb0547fa47423b2d88eeeb7607f66a4f98fc0f80d662a,https://insight.dashevo.org/insight/tx/8e6f872d00f18d2cba6bb0547fa47423b2d88eeeb7607f66a4f98fc0f80d662a,,,,,
Fri Nov 10 2017 21:54:26 GMT+0200 (שעון רגיל ירושלים),withdrawal,-2,DASH,-0.000113,DASH,b2766533fb9623f32e158cb1d351b64bc2c461e7068f7b1fb7ecbc6d6b0f4180,https://insight.dashevo.org/insight/tx/b2766533fb9623f32e158cb1d351b64bc2c461e7068f7b1fb7ecbc6d6b0f4180,,,,,
Fri Nov 10 2017 22:00:46 GMT+0200 (שעון רגיל ירושלים),withdrawal,-1.77925264,DASH,-0.000113,DASH,c358d60a38a1f3e8ede708e7244ff737ffefde699d03ad442fb2a88a04f9caf6,https://insight.dashevo.org/insight/tx/c358d60a38a1f3e8ede708e7244ff737ffefde699d03ad442fb2a88a04f9caf6,,,,,
Sat Nov 11 2017 17:21:36 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,0.099,LTC,a4b848cc28acf5c923916ead9ad29e2ca30c7d1cae9cc79e42a34b05a67423c3,https://chainz.cryptoid.info/ltc/tx.dws?a4b848cc28acf5c923916ead9ad29e2ca30c7d1cae9cc79e42a34b05a67423c3,
Sat Nov 11 2017 17:21:37 GMT+0200 (שעון רגיל ירושלים),withdrawal,-0.096853,LTC,-0.002147,LTC,da96547f8a29392559dfcd84465158effde5a68c91b185d6982520cac716cad4,https://chainz.cryptoid.info/ltc/tx.dws?da96547f8a29392559dfcd84465158effde5a68c91b185d6982520cac716cad4,,,,,
Sat Nov 11 2017 17:30:37 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,0.999,LTC,fde423be6fe2e722d0d3f82e88df99d8123b59884d68b93a19232bdc349d9a09,https://chainz.cryptoid.info/ltc/tx.dws?fde423be6fe2e722d0d3f82e88df99d8123b59884d68b93a19232bdc349d9a09,
Sat Nov 11 2017 17:35:56 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,0.04,DASH,aaea5e874a167755cb96ed9202317af48dcb280658f2be60447bf9723f13b3de,https://insight.dashevo.org/insight/tx/aaea5e874a167755cb96ed9202317af48dcb280658f2be60447bf9723f13b3de,
Sat Nov 11 2017 17:38:48 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,1.999,LTC,e1939e89b157aa4005faca6637a779bc81e8a144e33456495a3adda0c4149e46,https://chainz.cryptoid.info/ltc/tx.dws?e1939e89b157aa4005faca6637a779bc81e8a144e33456495a3adda0c4149e46,
Sat Nov 11 2017 17:44:18 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,1.999,LTC,fa9646bb573ce2a50758bf8e3d2f6e557689755e321c4bdd3f09971a4b92a6c1,https://chainz.cryptoid.info/ltc/tx.dws?fa9646bb573ce2a50758bf8e3d2f6e557689755e321c4bdd3f09971a4b92a6c1,
Sat Nov 11 2017 17:59:27 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,1.999,LTC,8a83eb5d751145adc3ba8540edd4d04237abe8dd49e6a7154c2ebe369ce6b6e3,https://chainz.cryptoid.info/ltc/tx.dws?8a83eb5d751145adc3ba8540edd4d04237abe8dd49e6a7154c2ebe369ce6b6e3,
Sat Nov 11 2017 18:10:43 GMT+0200 (שעון רגיל ירושלים),deposit,,,,,,,1.999,LTC,bfb37f9fa5246c47440046f8707f6be7027a7b7e8ec185bc649812f55a6b6ad6,https://chainz.cryptoid.info/ltc/tx.dws?bfb37f9fa5246c47440046f8707f6be7027a7b7e8ec185bc649812f55a6b6ad6,
